Price,Close,High,Low,Open,Volume
Ticker,PEP,PEP,PEP,PEP,PEP
Date,,,,,
2000-01-03,18.982484817504883,19.239874442149016,18.01727372508938,18.210315943572482,5298400
2000-01-04,18.49987030029297,19.336386174741,18.40334923785666,18.821607175080675,4555700
2000-01-05,18.049448013305664,18.692922095776456,17.952926900935047,18.43553246278814,5701900
2000-01-06,18.853788375854492,18.982483177054863,17.75988256565133,17.888577366851703,6863100
2000-01-07,19.368566513061523,19.883345689488408,18.88596103516132,18.98248213074136,10527800
2000-01-10,18.982484817504883,19.658132582195734,18.853790005182816,19.625958879115217,6402500
2000-01-11,18.918132781982422,19.368564514886764,18.853785391567516,19.175522343642047,5607800
2000-01-12,18.69291877746582,19.17552425364824,18.69291877746582,18.918134666350948,4267300
2000-01-13,18.49987030029297,18.853780862559447,18.499870300292972,18.69291242516559,3144200
2000-01-14,18.62856674194336,18.95030364594929,18.499871980340988,18.564219361142175,5413700
2000-01-18,18.66073989868164,19.04682417244747,18.3068293143963,18.499871451279212,4821600
2000-01-19,18.757272720336914,18.98248868781952,18.499883043213934,18.98248868781952,3999700
2000-01-20,18.59640121459961,18.757269737217253,18.532053805552554,18.757269737217253,3106100
2000-01-21,18.59640121459961,18.757269737217253,18.40335898745844,18.62857491912314,4454400
2000-01-24,18.178136825561523,18.725089615003196,17.92074727758897,18.62856853451349,3785000
2000-01-25,17.663360595703125,18.210313473894296,17.438144704683232,18.17813977517717,4356500
2000-01-26,17.470314025878906,17.985093076365207,17.373792953912723,17.66335616981127,3174100
2000-01-27,17.405967712402344,17.66335725343602,17.116404478739458,17.502488790289974,2610100
2000-01-28,17.116403579711914,17.50248787098361,17.084229888772605,17.277272034408455,4090800
2000-01-31,17.56683921813965,17.69553401094653,17.116407443315556,17.245102236122438,2989600
2000-02-01,17.50248908996582,17.66335755586624,17.3416206240654,17.50248908996582,3602600
2000-02-02,16.98771095275879,17.470316377553072,16.9555372577725,17.373795292594217,3289100
2000-02-03,17.019887924194336,17.180756430094092,16.794672015934673,16.987714223014382,3662900
2000-02-04,16.859027862548828,17.56684964303752,16.794680427958948,17.309459904677997,3885600
2000-02-07,16.665977478027344,17.08423560006278,16.601630074637278,16.92336709158761,3999700
2000-02-08,17.148584365844727,17.37380029560254,16.98771584458915,17.14858436584473,5010500
2000-02-09,17.50248908996582,18.081615567207336,17.373794317245483,18.017268180847168,8432500
2000-02-10,17.824234008789062,17.95292883917743,17.534670640415232,17.95292883917743,5909500
2000-02-11,17.695533752441406,18.081618125221947,17.502491566051138,18.017270729758526,5530400
2000-02-14,17.534664154052734,17.7598800239213,17.470316762661714,17.59901154544375,3493300
2000-02-15,17.599016189575195,17.95292693561784,17.50249507701811,17.50249507701811,3909600
2000-02-16,17.50248908996582,17.920747101306915,17.470315396785736,17.56683647632599,4606800
2000-02-17,17.663360595703125,17.92075018544015,17.631186896985998,17.792055390571637,2847700
2000-02-18,17.631183624267578,17.88857316622769,17.470315160542512,17.69553100975761,3664500
2000-02-22,17.856403350830078,17.952924450023755,17.56684005324905,17.663361152442725,2929400
2000-02-23,17.599016189575195,17.88857952724645,17.50249507701811,17.663363597946585,3249300
2000-02-24,17.50248908996582,17.695531249046326,17.084231078624725,17.534662783145905,3612800
2000-02-25,16.859027862548828,17.695544512217282,16.82685414525389,17.50250220844764,4205500
2000-02-28,17.116403579711914,17.438140489104995,16.85901405219745,17.084229888772605,3654700
2000-02-29,16.537282943725586,17.01988847710279,16.537282943725586,16.92336737042735,4635500
2000-03-01,16.762502670288086,16.955544927527487,16.40859186534918,16.472939284428982,5496400
2000-03-02,16.24772071838379,16.923368510633413,16.24772071838379,16.826847397454895,5170400
2000-03-03,16.279888153076172,16.73031984110595,16.11901969306554,16.73031984110595,4626600
2000-03-06,15.958154678344727,16.183370570982657,15.79728618360335,15.990328377293004,4457900
2000-03-07,15.765115737915039,16.21554761614118,15.282510154101312,15.958157971440528,7053200
2000-03-08,15.77028751373291,16.287346120740548,15.544074373167069,16.028816817236727,5159800
2000-03-09,16.22270965576172,16.41660658391823,15.834915799448687,15.899548108834193,3913200
2000-03-10,15.899545669555664,16.222707166904357,15.770281070616187,16.06112641823001,3649100
2000-03-13,16.093442916870117,16.1257590673056,15.576384509902404,15.576384509902404,4308000
2000-03-14,15.867237091064453,15.89955325621937,15.576391604670196,15.834920925909536,4602900
2000-03-15,17.159875869750977,17.159875869750977,15.673332950714169,15.737965251541857,5463800
2000-03-16,17.612308502197266,17.676940826975972,16.675139792906034,17.06293374157827,5410300
2000-03-17,17.06293487548828,17.547677343541924,16.965986381877553,17.06293487548828,4464500
2000-03-20,17.192188262939453,17.386085123047792,16.675129969317215,16.804394542722775,2643800
2000-03-21,17.7415714263916,17.7415714263916,16.869035126733,17.256829037692377,5479700
2000-03-22,17.321453094482422,17.773879108144275,16.933659368486545,17.741562964311285,3431700
2000-03-23,17.321453094482422,17.57998224514634,16.933659368486545,16.998291656152524,3792400
2000-03-24,17.030620574951172,17.321466087616372,16.836723566507704,17.062936743025084,3345700
2000-03-27,16.731685638427734,17.0306100076319,16.319654751146317,16.933661563565686,3397100
2000-03-28,16.804407119750977,17.127568795130802,16.319664606681236,16.3842969417572,4814300
2000-03-29,17.192188262939453,17.418401266399183,16.739762256019993,16.739762256019993,4254400
2000-03-30,18.581785202026367,18.581785202026367,17.483036163993503,17.547668460348376,6850900
2000-03-31,18.03241729736328,18.646424337954507,17.870836497207698,18.614108177923388,4957600
2000-04-03,18.678739547729492,18.80800418127779,17.903151746439686,17.903151746439686,4337100
2000-04-04,18.840314865112305,19.26042480207021,18.323256481164112,18.678734120128492,5803400
2000-04-05,19.001895904541016,19.325057399516204,18.872631306550943,19.131160502531092,4780500
2000-04-06,19.034210205078125,19.29273937594506,18.67873259513609,18.96957791236139,4050000
2000-04-07,18.61410140991211,18.904946744441986,18.258623778820038,18.84031444787979,3829600
2000-04-10,18.743371963500977,19.09884970763634,18.549475012154417,18.614107329269938,2549500
2000-04-11,19.163476943969727,19.22810924394939,18.646418544132434,18.646418544132434,2408600
2000-04-12,19.260425567626953,19.58358707043949,18.7433671631269,18.7433671631269,4071700
2000-04-13,18.840314865112305,19.0988440570864,18.74336641812202,18.904947163105827,2835500
2000-04-14,18.840314865112305,18.969579461099354,18.35557263016087,18.969579461099354,3407300
2000-04-17,18.937265396118164,18.937265396118164,17.903148514418877,18.517155412927828,3648700
2000-04-18,18.581785202026367,18.743365942913552,18.097042979364808,18.678733646558676,2980300
2000-04-19,18.258625030517578,18.80799958895793,18.000095826545646,18.58178653548249,2949900
2000-04-20,19.22811508178711,19.389695880793724,18.58179188576065,19.00190196317785,4931800
2000-04-24,19.58358383178711,19.809796846345705,18.93726093304826,18.969577077985203,4457300
2000-04-25,19.35738182067871,19.51896263721192,19.131168677532216,19.1958010041455,3344800
2000-04-26,19.518957138061523,19.712854063274055,19.19579559604064,19.35737636705108,3345300
2000-04-27,19.35738182067871,19.422014147291996,19.001904024305645,19.1958010041455,2825500
2000-04-28,18.96957778930664,19.06652622775284,18.71104862011677,18.937261643157907,2279900
2000-05-01,19.131160736083984,19.26042533565212,18.67873463759551,18.84031538705568,2130100
2000-05-02,19.389692306518555,19.48664076805115,18.711053075790407,19.163479229609173,3228300
2000-05-03,19.42201042175293,19.551275050183897,19.163481164890996,19.163481164890996,3802100
2000-05-04,18.96957778930664,19.486636127686378,18.937261643157907,19.32505539694271,2320400
2000-05-05,19.389692306518555,19.48664076805115,18.743369229634606,18.743369229634606,2252700
2000-05-08,19.61591339111328,19.61591339111328,19.32506788778541,19.486648722967562,3246100
2000-05-09,19.486637115478516,19.84211474113401,19.292740228757335,19.61590170662597,4305000
2000-05-10,20.26223373413086,20.32686605864164,19.64822665127841,19.745175138044583,8784400
2000-05-11,20.68233871459961,20.68233871459961,19.64822177886963,19.64822177886963,5743100
2000-05-12,20.423805236816406,20.423805236816406,19.939063023917285,19.939063023917285,3598200
2000-05-15,20.359172821044922,20.617701999724858,20.036011347695002,20.16527593703497,3519200
2000-05-16,20.229917526245117,20.55307914807012,19.971388228785113,20.132969039697613,3736300
2000-05-17,20.165283203125,20.326863998021835,19.84212161333133,19.84212161333133,2963400
2000-05-18,20.431888580322266,20.617706467766872,20.165280307032177,20.165280307032177,2544800
2000-05-19,20.294544219970703,20.488441139269785,20.165279607104647,20.294544219970703,2577700
2000-05-22,20.553075790405273,20.746972731824194,19.939068809245367,20.16528190756744,6425600
2000-05-23,20.39149284362793,20.456125150580792,20.06833130886362,20.326860536675067,2896700
2000-05-24,21.07013511657715,21.102451274731408,20.585392744263256,20.617708902417515,5443100
2000-05-25,20.650022506713867,20.68233866087148,20.10064788603447,20.229912502664916,4494200
2000-05-26,21.199398040771484,21.199398040771484,20.423810307572527,20.423810307572527,3261000
2000-05-30,21.199398040771484,21.199398040771484,20.58539108532231,20.843920329721964,4196400
2000-05-31,21.03781509399414,21.26402815952096,20.97318278955791,20.97318278955791,3222300
2000-06-01,20.71466636657715,21.32867363797335,20.58540167786216,20.908563399649633,3685900
2000-06-02,20.843921661376953,21.07013476467872,20.58539240046065,20.90855397660603,3212200
2000-06-05,20.423805236816406,20.74696671208249,20.326856794236583,20.585385974449448,1968300
2000-06-06,21.199398040771484,21.296346507421354,20.48844261867244,20.520758774222397,3996900
2000-06-07,21.43416976928711,21.69358483457349,20.947766521875145,21.045047171357538,3652200
2000-06-08,22.017850875854492,22.017850875854492,21.272032657673854,21.304459536725187,5686600
2000-06-09,21.401735305786133,22.0502727392948,21.30445469075983,21.6611502791896,3119600
2000-06-12,21.77465057373047,22.017852181031998,21.531448966428936,21.531448966428936,3470300
2000-06-13,22.212417602539062,22.30969826357208,21.92057561944001,21.985429393462024,6619800
2000-06-14,22.569108963012695,22.69881648578863,22.147559513990906,22.309693917460827,5736800
2000-06-15,22.504261016845703,22.796103018505086,22.244845904259584,22.309699682406112,5856600
2000-06-16,22.698810577392578,22.796091194152833,22.633956832885744,22.731237449645995,6044800
2000-06-19,22.666397094726562,22.893385334587915,22.60154331190903,22.731250877544092,3689700
2000-06-20,21.336875915527344,22.374535534519552,21.33687591552734,22.309681808332538,4306500
2000-06-21,21.920570373535156,22.082704769789114,21.207179030017738,21.531447822525656,3783800
2000-06-22,21.758441925048828,22.179991470541577,21.563880596359866,21.79086881316365,3282800
2000-06-23,21.82329559326172,21.88814936917037,21.466599825764124,21.726014929398737,3736600
2000-06-26,22.601524353027344,22.698804945651563,21.985413933073943,21.985413933073943,3391700
2000-06-27,22.53668212890625,22.86095093651641,22.212413321296086,22.309693963579136,3950800
2000-06-28,22.520471572875977,22.763673209732087,21.888147317050084,22.30969682093401,3043400
2000-06-29,22.17998504638672,22.56910759106017,22.082704410218355,22.30969256127787,2972300
2000-06-30,23.055511474609375,23.112258514103843,21.59630188760878,21.985424444142275,8258100
2000-07-03,22.30968475341797,22.828514631404435,22.24483101866966,22.763660896656127,2001300
2000-07-05,22.504261016845703,22.731249240358554,22.179992126113056,22.21241901518632,3503900
2000-07-06,22.763683319091797,22.925817815666523,22.309706728682556,22.37456052731245,2527700
2000-07-07,22.017850875854492,22.309692787316482,21.823289601546502,22.050277754905824,3557000
2000-07-10,21.239608764648438,21.628731367970243,21.012620579377387,21.53145071713979,4691100
2000-07-11,21.077472686767578,21.27203397310697,20.882911400428185,21.27203397310697,4122500
2000-07-12,20.623497009277344,21.109900240628225,20.591070127187283,21.109900240628225,4286200
2000-07-13,20.947757720947266,21.628721981225738,20.655915895113637,21.531441372614527,6162000
2000-07-14,21.628719329833984,21.823280523205803,20.818047690784734,21.012608884156553,4642400
2000-07-17,22.244836807250977,22.40697118631257,21.434164911942997,21.531445539379952,4521700
2000-07-18,22.30968475341797,22.63395342715951,22.1475504165472,22.277257886043817,4271500
2000-07-19,22.504261016845703,22.990664352944673,22.374553460552644,22.374553460552644,4328300
2000-07-20,22.698810577392578,23.02307929992676,22.66638370513916,22.698810577392578,3817100
2000-07-21,22.95823097229004,23.02308473209877,22.698815933055126,22.89337721248131,3349900
2000-07-24,22.63396453857422,22.925806488211997,22.601537655281135,22.763672071746566,2646100
2000-07-25,22.89336585998535,23.282488225877454,22.536670357917593,22.569097221741934,3886800
2000-07-26,22.73124122619629,23.152790635526603,22.73124122619629,22.958229369681842,5400100
2000-07-27,22.990646362304688,23.15278068079767,22.731231452715917,22.731231452715917,2512400
2000-07-28,23.217647552490234,23.477062608942642,22.89337873192473,22.95823249603783,4039000
2000-07-31,23.768898010253906,23.99588612222086,22.698811196695406,23.217641166905587,5129900
2000-08-01,23.801342010498047,23.96347649285839,23.347365459889094,23.4446461493053,3561500
2000-08-02,23.671613693237305,23.801321165529014,23.28249127636217,23.509479352872667,2421300
2000-08-03,23.41221809387207,23.801340832274377,23.347364304138356,23.67163325280694,4031300
2000-08-04,23.37978172302246,23.606769895090643,23.217647314402335,23.606769895090643,3164100
