Price,Close,High,Low,Open,Volume
Ticker,JPM,JPM,JPM,JPM,JPM
Date,,,,,
2000-01-03,22.910491943359375,23.696444259733703,22.67470642833715,23.49995573091494,12019200
2000-01-04,22.40780258178711,22.506601813777472,21.87428347269694,22.328762110747416,11723400
2000-01-05,22.26949119567871,22.941330947912014,21.815012374241917,22.210211270748704,8714550
2000-01-06,22.585647583007812,23.05988690233606,22.052128348763535,22.170688178595597,8369250
2000-01-07,23.000614166259766,23.237733899932547,22.447334184663276,22.9610948136743,6571950
2000-01-10,22.605409622192383,23.198208809757922,22.605409622192383,23.00060847754289,4723500
2000-01-11,22.0718936920166,22.26949224504118,21.577893691295497,22.13117361973994,8405550
2000-01-12,22.210206985473633,22.407807300141556,21.973087331503883,22.03236724499632,7271850
2000-01-13,22.54612922668457,22.921567498150846,22.30900955667239,22.486849309181526,6918900
2000-01-14,23.356277465820312,23.949076386272605,23.02035868059026,23.376038032861633,9731850
2000-01-18,22.447330474853516,23.553890255168344,22.210210780368868,23.376050484304855,5296650
2000-01-19,23.435319900512695,23.83051861110337,22.842520930087236,22.842520930087236,15734700
2000-01-20,23.415563583374023,24.028123233729204,23.00060422873195,23.830522938016095,7770300
2000-01-21,23.059879302978516,23.39579810710788,22.961080080370785,23.356278779880554,5160600
2000-01-24,23.079639434814453,23.573637347593,22.82275928999602,23.514357453333268,6459150
2000-01-25,23.59341049194336,23.949090047098284,23.079651737523946,23.079651737523946,7579950
2000-01-26,24.79875946044922,24.97659916540285,23.711960660484024,23.830520463786446,8386650
2000-01-27,25.510116577148438,25.766994927767858,24.838277133595295,25.114916053138867,8165850
2000-01-28,24.24549102783203,25.154450544697507,24.225730448417607,25.154450544697507,7500000
2000-01-31,25.510116577148438,25.766994927767858,24.284997485429237,24.284997485429237,7160250
2000-02-01,26.478357315063477,26.71547693821055,25.707718539835486,26.063397974556096,9651000
2000-02-02,26.04364776611328,26.61668644057495,25.727487561713872,26.241246310918132,7126200
2000-02-03,26.30052947998047,26.83404887309932,25.371811139429862,26.399330573648385,9200250
2000-02-04,25.846038818359375,26.34003863427489,25.78675891281268,26.083158440546157,5115150
2000-02-07,25.98436164855957,26.359799879666486,25.84604125289531,25.98436164855957,4684200
2000-02-08,26.893329620361328,27.229250454480514,26.557410595322175,26.57717117647037,6318600
2000-02-09,26.201730728149414,27.308288888905828,26.063410279649858,26.853809999664445,9818550
2000-02-10,26.28075408935547,26.478352533576068,25.727474465564367,26.28075408935547,6880500
2000-02-11,26.1226863861084,26.87356664328647,25.925087841865533,26.32028673943101,7052550
2000-02-14,24.996370315551758,26.379569309329774,24.996370315551758,26.00412914309919,5904750
2000-02-15,25.628665924072266,26.083144351411715,25.174185687654642,25.31250599557455,8965500
2000-02-16,25.134674072265625,25.98435312270336,24.97659496414554,25.6089132057046,4829700
2000-02-17,24.779008865356445,25.767007020916637,24.601169088810824,25.490367971538927,5716200
